Unnamed: 0,temporal_dependency,parallel_activity_ratio,long_term_dependencies,activity_appearance_rate,unique_paths_ratio,process_complexity,choice_diversity,loop_intensity,sequence_predictability,concurrent_execution_rate,resource_utilization_pattern,trace_diversity,activity_frequency_balance,trace_length_consistency,activity_count_ratio,case_activity_ratio,long_term_dependency_strength,sum
0.29991050367029315,0.3491895868470857,0.4118748167804529,0.4264278038058871,0.47466061886988253,0.43042445948075253,0.3329736301083457,0.16902467811430072,0.4065212824232845,0.2896193071137533,0.3245912888177848,0.26155589745505936,0.2512696751760147,0.2878726233054263,0.46054102578466427,0.2596345780734042,0.37737197352457047,0.18443519196553698,0.41612133239063315
0.39509191596730486,0.331281308334356,0.14354124228619614,0.43041971476182944,0.34586000968430514,0.38371779540046175,0.37948659485080966,0.12859407853117427,0.17698683327452033,0.4521948354828176,0.19482507822665018,0.2980213422110804,0.38091935278373884,0.3692962099524893,0.4380191846054056,0.09624631043221117,0.3817089823586135,0.17464816122915236,0.16157472345982113
0.28852450460010964,0.28848391705417453,0.24426205085312666,0.20645952118769287,0.4446187105809117,0.2616514073306547,0.45960983714545967,0.2956262830767557,0.13557900455394561,0.32995222543207203,0.25724057878134876,0.2577865469284151,0.3986347018627939,0.2633787325786639,0.3756664335842895,0.13012198675639364,0.1213625530937818,0.2602596072878213,0.1496299791219093
0.1465403872973801,0.355786823082008,0.3109109346105232,0.48312331003045816,0.3948609702450464,0.3627600306093357,0.5396251858126414,0.2716834589912269,0.24006028915298028,0.3233662928879203,0.4450717595299796,0.24521569804849014,0.21185964728411685,0.20484581632321935,0.42371211962509336,0.147780329780899,0.18417814535625193,0.3047171134810286,0.4765637528707512
0.24682534120381305,0.3059068116995205,0.20245327827387927,0.23628659136601765,0.26813915439439956,0.4419444283900818,0.4988195723917661,0.30837057763238196,0.4381250076785317,0.3038787740454383,0.4326120121739401,0.4847086339045719,0.2094641957385325,0.19898704106546355,0.3721510910335333,0.20518855551916812,0.5047971063181678,0.16065656368609887,0.20181390297552076
0.37734730353817747,0.3108955374655694,0.3200541742375031,0.4236743105161038,0.41838378836833656,0.23773877094699172,0.32904374189646746,0.2933522922083737,0.4974837475138661,0.47435241520861016,0.3620822363604374,0.2353006882943002,0.32754409142744867,0.39323863799942715,0.42424340767271485,0.38910867561913454,0.15444183473310036,0.4086172945301922,0.2738341915998479
0.43172606865589286,0.36799230999394755,0.34911397005131756,0.3010144967957573,0.24312866282227807,0.4230349174580803,0.2780690004713616,0.15698309392399834,0.26458659784042127,0.47138558482739285,0.29411134619071305,0.2319705598092857,0.21185514786978474,0.1318749462260749,0.41364512849075474,0.23618380071686873,0.45694385922808045,0.10883763951693946,0.2036880737472946
0.30538017200176265,0.29682309734397616,0.15330001917063038,0.2394114190013086,0.1566562283707633,0.4893447128094487,0.4183991503937885,0.36967575815633036,0.1553855633201686,0.34922731349298664,0.36826964913791793,0.38713197608093936,0.24785040307992906,0.23902941545936324,0.3448005473178221,0.2556828897099628,0.3804789549367821,0.4802621509099995,0.31142537983076646
0.346773120510743,0.43065489269138646,0.33869964076142506,0.2877776005719226,0.2098044827413722,0.47386272734612145,0.38572187258717594,0.41435459788238377,0.4980423897022111,0.4863250103147601,0.3677390044925807,0.45128512791287967,0.25574065882294816,0.12273944283732574,0.3757253728727574,0.30762025743616755,0.42070765738242816,0.3141900587368133,0.4402806955391337
0.1694595528159113,0.4268779664732285,0.4374602461736054,0.31636660129779565,0.4204704192310043,0.31466447011725074,0.24433292098269285,0.49291886263736756,0.24295720747139576,0.3955270305290495,0.41764544782701124,0.32979554585395426,0.4419072826098328,0.1750278322246178,0.43767522720428403,0.306032754146358,0.10656708573630463,0.46715081817573906,0.2691862884372977
0.2175373414171617,0.4448719674857102,0.4832076560978555,0.28625960306701936,0.16440463882355888,0.22989704673641348,0.2132840784436422,0.15576439544992987,0.19586632345897184,0.3890058883537556,0.19631217440030257,0.39836793413479976,0.24563639962672135,0.08886956430501158,0.49332730704623895,0.39585322587096544,0.15526335310485392,0.14722947902678826,0.4087626725548088
0.45688812215101987,0.4084983205365738,0.2051339725300108,0.5101331358571766,0.1087496447665412,0.19189428669089945,0.4102517525164317,0.16984749123861267,0.4959260161317696,0.4221386189686713,0.3679390581688631,0.4910457731460054,0.36654944172497506,0.39563085950712695,0.26682354586756496,0.27358415476980324,0.2013004107591876,0.22721099009272228,0.30727923769943144
0.3771407421723315,0.3289130970577602,0.32015883725008515,0.18847026802341696,0.3004169260557541,0.39385724733478067,0.41755482338213057,0.37191363360027196,0.4439839988865506,0.3507024892086542,0.30832398158232166,0.42547330139717165,0.47814756275202164,0.323602069761035,0.27874555958875197,0.29725360257591527,0.15770106479284,0.1605605946043306,0.2445547292821657
0.2381327534422802,0.1677767313837188,0.421551836159756,0.27336111431446863,0.15222828431267468,0.4282381775134587,0.4800397676513237,0.3826234405778599,0.24266637763798377,0.20520784295301764,0.37334261332397994,0.26313858072512003,0.5146962089732926,0.4349737685920699,0.26919445329703706,0.3038543808105118,0.4499818472757247,0.3116442167750272,0.18388411797587656
0.12984163279507854,0.25630261765074824,0.34475592421949763,0.17734939426905516,0.42465927224626854,0.39969803306246116,0.4238033543328984,0.2716644001513779,0.27047286750284555,0.35247251132931023,0.4615330150805239,0.4711237897403548,0.440011738042969,0.2955906290265067,0.2212184939734174,0.4864747427535631,0.1929787555117643,0.2155981765114133,0.48874449861910446
0.8317016250733767,0.17323179169960373,0.9169384133522329,0.4983386521195095,0.886550072934622,0.4659480149031566,0.44076492774881637,0.9434887523972004,0.9327430353411843,0.3423988463347965,0.4956535023778694,0.2620209873955735,0.4614210383968428,0.7700117731703742,0.40758155412183694,0.9662624707267248,0.9797540995834,0.9428551026868099,0.9032451376705105
0.9499490777985297,0.22634974780709102,0.7274887022844897,0.3819055275667573,0.8994810683248928,0.4056974624568055,0.2289655156766318,0.8807569518484486,0.7422219803047267,0.40856448876289114,0.329829393134015,0.39325107621243344,0.43502261783932517,0.9784880142633716,0.3689906899559581,0.8070000821497466,0.7893480700256379,0.8402344187150314,0.9058211569781587
0.8592169727514857,0.23429988016751777,0.9917485439098422,0.3531482103677199,0.9638065289252236,0.27726657425303936,0.25350775287672045,0.7658090029660357,0.8785633159816176,0.35036490818821514,0.39174968348907935,0.26731380063769733,0.26889737967049543,0.9267717405308645,0.41224101090199944,0.9159878988043466,0.7912380776934027,0.802467717665474,0.9267946063689899
0.9380336079816544,0.3592127099200335,0.9301919198764794,0.24684565402719102,0.7892516906059251,0.47742801859335726,0.33617329233772614,0.9897892131985184,0.7429140905217769,0.17325200992779186,0.33652321806021523,0.2375474626056711,0.29473503899155534,0.9315671093191071,0.2724099729566626,0.841389493291288,0.7755032494937945,0.7295820420969261,0.8583716612093947
0.8179356556763095,0.44534206422012734,0.8222492226841113,0.2983442632578811,0.7840404325186814,0.4847671249351311,0.31542766318934523,0.7935606969926733,0.7927620118541445,0.20834080907542957,0.2249404016521919,0.3536473461006535,0.39079852308223323,0.9249576662203823,0.45799153422285405,0.8233828922528266,0.9393287206801209,0.9615515724410297,0.8684862663820876
0.8688566661284585,0.27710272739235536,0.9009613295283657,0.3492011334776465,0.7827652151345704,0.3107594247821964,0.25131874882274363,0.8872641650544247,0.8575251361776092,0.38325343274565177,0.24335666204869677,0.23001375352338374,0.4987400613471015,0.7527894122001061,0.4113428735731425,0.9566084147252708,0.8742103425777003,0.7911845100974358,0.8718285849118486
0.9128572770228316,0.16971401294694766,0.8231085518459744,0.29661608882625334,0.8604134866612276,0.41017832717494535,0.3958279608279174,0.9735413543477521,0.8619719699934542,0.43476690198532547,0.3274461254075675,0.4543356048281117,0.39673462786018204,0.97662049525148,0.2502377753925389,0.8348126140255246,0.9147872157116341,0.8695328275360227,0.942445071208713
0.8890034557761676,0.4486363719655777,0.9185045718936442,0.254793970023968,0.792069955263598,0.3512446083879936,0.5013451470804346,0.826021628898846,0.9472046295494023,0.36638713616128327,0.3330554262462921,0.33133382206274337,0.2449041261981021,0.9141809394126544,0.447730178902634,0.7531122477775032,0.9514700670639364,0.7826101400870142,0.8432193259868797
0.7979736804678829,0.350024687790829,0.9145650697222371,0.19536869714264665,0.8175516225435585,0.4609448369078931,0.49988177926542987,0.9469677025182845,0.7598260361056475,0.39076842379226734,0.4037050904574496,0.3460485862347413,0.26780886977496465,0.9397096996763546,0.40701848214226266,0.844965617300713,0.932597277607528,0.794618261529864,0.7653065787061535
0.7685823695148942,0.45534195244028364,0.8300855072450231,0.2846893336799654,0.9655550722634348,0.3879811534176102,0.3007075247067576,0.9598462415131591,0.931177021287917,0.34385921781456696,0.3575760081447192,0.23488106326913555,0.48579524836242644,0.992543421439137,0.37251736725016343,0.785215169225407,0.7961650507679203,0.8281847826968373,0.8667685845374091
